Brand,Name,Year,Model,Transmission,Kms,Owner,Fuel Type,Registration,EMI,Price,State
Volkswagen,Volkswagen Vento,2019,1.2 TSI HIGHLINE PLUS AT,Automatic,38457,1,Petrol,MH-04,17448,929099,Maharashtra
Maruti,Maruti S PRESSO,2021,VXI CNG,Manual,15123,1,Petrol + CNG,MH-05,10223,522899,Maharashtra
Renault,Renault Kwid,2019,1.0 RXT Opt,Manual,8896,1,Petrol,MH-03,8627,441299,Maharashtra
Maruti,Maruti Alto,2021,LXI CNG,Manual,16506,1,Petrol + CNG,MH-03,9842,503399,Maharashtra
Honda,Honda City,2015,VX MT PETROL,Manual,59727,2,Petrol,MH-02,12743,651799,Maharashtra
Honda,Honda Amaze,2014,1.2 SMT I VTEC,Manual,41594,1,Petrol,MH-02,8276,423299,Maharashtra
Hyundai,Hyundai Creta,2016,1.6 SX (O) CRDI,Manual,81747,3,Diesel,MH-04,15682,835099,Maharashtra
Tata,Tata ALTROZ,2021,XE 1.2,Manual,42399,1,Petrol,MH-04,11876,607459,Maharashtra
Maruti,Maruti Wagon R 1.0,2016,VXI,Manual,21930,1,Petrol,MH-46,8160,417399,Maharashtra
Maruti,Maruti Dzire,2018,ZXI,Manual,32621,1,Petrol,MH-01,13396,685199,Maharashtra
Hyundai,Hyundai Verna,2018,1.6 SX VTVT AT (O),Automatic,29407,1,Petrol,MH-06,17943,955499,Maharashtra
Hyundai,Hyundai Grand i10,2013,ASTA 1.2 VTVT,Manual,41746,1,Petrol,MH-04,7654,391499,Maharashtra
Tata,Tata Harrier,2019,XZ 2.0L Kryotec,Manual,55509,2,Diesel,MH-04,25877,1377999,Maharashtra
Maruti,Maruti Celerio,2018,ZXI AMT,Automatic,48751,1,Petrol,MH-04,9398,480699,Maharashtra
Honda,Honda Amaze,2013,1.2 SMT I VTEC,Manual,72879,1,Petrol,MH-02,8082,413399,Maharashtra
Hyundai,Hyundai Xcent,2016,SX 1.2,Manual,22449,1,Petrol,MH-46,10575,540899,Maharashtra
Maruti,Maruti Dzire,2017,VXI,Manual,26370,1,Petrol,MH-02,12518,640299,Maharashtra
Maruti,Maruti Wagon R 1.0,2017,LXI CNG,Manual,88809,2,Petrol + CNG,MH-03,7673,392499,Maharashtra
Hyundai,Hyundai Elite i20,2018,ASTA 1.2 AT,Automatic,22198,1,Petrol,MH-03,13632,697299,Maharashtra
Datsun,Datsun Redi Go,2021,1.0 T(O) AT,Automatic,1733,1,Petrol,MH-43,9146,467799,Maharashtra
Hyundai,Hyundai Grand i10,2015,ASTA 1.2 (O) VTVT,Manual,90826,1,Petrol,MH-12,7939,406099,Maharashtra
Hyundai,Hyundai Elite i20,2017,1.4 CRDI ASTA (O),Manual,90183,2,Diesel,MH-02,11409,583599,Maharashtra
Maruti,Maruti Dzire,2017,ZXI Plus AMT,Automatic,38086,1,Petrol,MH-43,13527,691899,Maharashtra
Maruti,Maruti S PRESSO,2021,LXI CNG,Manual,15144,2,Petrol + CNG,MH-04,10717,548199,Maharashtra
Maruti,Maruti Alto 800,2019,LXI,Manual,12203,1,Petrol,MH-04,6854,350599,Maharashtra
Maruti,Maruti Alto,2021,LXI OPT,Manual,9718,1,Petrol,MH-01,7652,391399,Maharashtra
Hyundai,Hyundai Creta,2017,1.6 E + VTVT,Manual,43475,1,Petrol,MH-46,15729,837599,Maharashtra
Maruti,Maruti Celerio,2018,VXI CNG OPT,Manual,81565,1,Petrol + CNG,MH-04,9306,475999,Maharashtra
Honda,Honda Amaze,2013,1.2 SMT I VTEC,Manual,89643,1,Petrol,MH-43,7151,365799,Maharashtra
Hyundai,Hyundai VENUE,2020,S MT 1.2 KAPPA,Manual,16656,2,Petrol,MH-08,14391,736099,Maharashtra
Volkswagen,Volkswagen Ameo,2016,HIGHLINE 1.2,Manual,64382,2,Petrol,MH-03,9539,487949,Maharashtra
Honda,Honda City,2015,VX MT PETROL,Manual,77292,1,Petrol,MH-46,13216,675999,Maharashtra
Honda,Honda WR-V,2021,1.5 i-DTEC VX MT,Manual,15865,1,Diesel,MH-05,23806,1267699,Maharashtra
Hyundai,Hyundai Elite i20,2014,ASTA 1.2,Manual,64714,1,Petrol,MH-48,9990,510999,Maharashtra
Maruti,Maruti Dzire,2017,VXI AMT,Automatic,31852,1,Petrol,MH-05,13888,710399,Maharashtra
Hyundai,Hyundai Elite i20,2019,1.2  ASTA (O) CVT,Automatic,40227,1,Petrol,MH-04,15787,840699,Maharashtra
Maruti,Maruti Dzire,2021,ZXI Plus AMT,Automatic,10804,1,Petrol,MH-05,16503,878799,Maharashtra
Ford,Ford Ecosport,2014,1.5TITANIUM TDCI,Manual,76383,2,Diesel,MH-03,10307,527199,Maharashtra
Honda,Honda City,2020,VX CVT PETROL,Automatic,18417,1,Petrol,MH-43,25575,1361899,Maharashtra
Ford,Ford Ecosport,2016,1.5 TITANIUM TI VCT AT,Automatic,20069,2,Petrol,MH-03,13048,667399,Maharashtra
Hyundai,Hyundai Creta,2017,1.6 E + VTVT,Manual,46686,1,Petrol,MH-02,15450,790299,Maharashtra
Hyundai,Hyundai Creta,2015,1.6 SX PLUS PETROL,Manual,55295,1,Petrol,MH-02,15709,836499,Maharashtra
Honda,Honda WR-V,2018,1.2 i-VTEC VX MT,Manual,14866,2,Petrol,MH-04,13104,670299,Maharashtra
Maruti,Maruti Wagon R 1.0,2013,LXI CNG,Manual,72243,3,Petrol + CNG,MH-43,6184,316299,Maharashtra
Jeep,Jeep Compass,2018,2.0 LONGITUDE (O),Manual,72621,1,Diesel,MH-12,23496,1251199,Maharashtra
Maruti,Maruti Ciaz,2016,ZDI SHVS,Manual,82696,2,Diesel,MH-04,12272,627699,Maharashtra
Maruti,Maruti Dzire,2017,VXI,Manual,58110,2,Petrol,MH-46,11349,580499,Maharashtra
Maruti,Maruti Ciaz,2017,ZETA 1.4 VVT,Manual,26384,2,Petrol + CNG,MH-47,13859,708899,Maharashtra
Hyundai,Hyundai VENUE,2019,1.0L Turbo GDI SX MT,Manual,16049,1,Petrol,MH-47,18386,979099,Maharashtra
Hyundai,Hyundai Xcent,2018,SX 1.2,Manual,22619,1,Petrol,MH-05,10489,536499,Maharashtra
Honda,Honda Civic,2019,1.8V AT,Automatic,6045,2,Petrol,MH-02,28035,1492899,Maharashtra
Hyundai,Hyundai Eon,2019,ERA PLUS,Manual,53001,1,Petrol,MH-44,6762,345899,Maharashtra
Skoda,Skoda Octavia,2017,2.0 TDI STYLE PLUS AT,Automatic,60771,1,Diesel,MH-01,28523,1518899,Maharashtra
Maruti,Maruti Wagon R 1.0,2014,VXI,Manual,50402,1,Petrol,MH-48,6977,356899,Maharashtra
Hyundai,Hyundai Creta,2019,1.6 VTVT SX AUTO,Automatic,21253,3,Petrol,MH-09,23121,1231199,Maharashtra
Maruti,Maruti Alto 800,2019,LXI CNG,Manual,91485,1,Petrol + CNG,MH-04,6858,350799,Maharashtra
Maruti,Maruti Dzire,2021,ZXI Plus,Manual,2176,1,Petrol,MH-47,16214,863399,Maharashtra
Hyundai,Hyundai Creta,2017,1.4 S CRDI,Manual,93167,1,Diesel,MH-46,16360,871199,Maharashtra
Honda,Honda Amaze,2019,1.2 VXMT I VTEC,Manual,12129,1,Petrol,MH-02,14721,752999,Maharashtra
Volkswagen,Volkswagen Polo,2018,GT TSI 1.2 PETROL AT,Automatic,20905,1,Petrol,MH-04,15372,786299,Maharashtra
Skoda,Skoda Rapid,2021,1.0 AMBITION TSI AT,Automatic,4384,1,Petrol,MH-02,20246,1078099,Maharashtra
Maruti,Maruti Wagon R 1.0,2014,LXI CNG,Manual,75910,2,Petrol + CNG,MH-05,6876,351699,Maharashtra
Toyota,Toyota Camry,2015,2.5 AT,Automatic,90272,2,Petrol,MH-14,21793,1160499,Maharashtra
Jeep,Jeep Compass,2017,2.0 LONGITUDE,Manual,28835,1,Diesel,MH-46,20957,1115999,Maharashtra
Maruti,Maruti Dzire,2018,ZXI Plus AMT,Automatic,38591,1,Petrol,MH-43,14004,716299,Maharashtra
Honda,Honda Jazz,2018,1.2 V MT,Manual,43405,2,Petrol,MH-01,12741,651699,Maharashtra
Hyundai,Hyundai Grand i10,2017,SPORTZ 1.2 KAPPA VTVT,Manual,96694,1,Petrol,MH-01,8596,439699,Maharashtra
Tata,Tata NEXON,2018,XZ+ 1.2,Manual,12333,1,Petrol,MH-04,15271,813199,Maharashtra
Toyota,Toyota Glanza,2021,G MT PETROL,Manual,6138,1,Petrol,MH-02,15354,817599,Maharashtra
MG,MG HECTOR,2020,SHARP DCT PETROL,Automatic,39173,1,Petrol,MH-17,30328,1614999,Maharashtra
Hyundai,Hyundai Grand i10,2013,ASTA 1.2 KAPPA VTVT OPT,Manual,73436,1,Petrol,MH-05,7619,389699,Maharashtra
Honda,Honda City,2017,ZX MT I-DTEC,Manual,74238,2,Diesel,MH-47,15151,774999,Maharashtra
Hyundai,Hyundai Creta,2020,1.6 SX AT CRDI,Automatic,59605,1,Diesel,MH-12,30886,1644699,Maharashtra
Honda,Honda CRV,2015,2.0 2WD AT,Automatic,69255,1,Petrol,MH-02,20492,1091199,Maharashtra
Honda,Honda WR-V,2021,1.2 SV MT,Manual,3427,1,Petrol,MH-03,17074,909199,Maharashtra
Maruti,Maruti Vitara Brezza,2018,ZDI+ DUAL TONE AMT,Automatic,38582,2,Diesel,MH-43,16820,895699,Maharashtra
Jeep,Jeep Compass,2017,2.0 LIMITED,Manual,51783,1,Diesel,MH-03,26199,1395099,Maharashtra
Maruti,Maruti Dzire,2018,VXI,Manual,30481,1,Petrol,MH-01,13394,685099,Maharashtra
Hyundai,Hyundai VENUE,2020,1.0 TURBO GDI SX+ AT,Automatic,18591,1,Petrol,MH-01,22088,1176199,Maharashtra
Hyundai,Hyundai Creta,2016,1.6 SX PLUS VTVT,Manual,62813,2,Petrol,MH-01,15181,808399,Maharashtra
Maruti,Maruti S PRESSO,2021,VXI,Manual,18488,1,Petrol,MH-14,9018,461299,Maharashtra
Ford,Ford Ecosport,2014,1.5 TITANIUMTDCI OPT,Manual,84582,1,Diesel,MH-01,11169,571299,Maharashtra
Maruti,Maruti Dzire,2020,ZXI,Manual,13496,1,Petrol,MH-04,15103,772499,Maharashtra
Maruti,Maruti Alto 800,2018,VXI,Manual,16261,1,Petrol,MH-01,7050,360599,Maharashtra
Hyundai,Hyundai Grand i10,2019,1.2 KAPPA SPORTZ (O),Manual,9116,1,Petrol,MH-02,11556,591099,Maharashtra
Maruti,Maruti Wagon R 1.0,2014,LXI CNG,Manual,54331,1,Petrol + CNG,MH-04,6577,336399,Maharashtra
Maruti,Maruti Alto K10,2017,VXI (O) AMT,Automatic,13931,2,Petrol,MH-05,7396,378299,Maharashtra
Skoda,Skoda Rapid,2021,STYLE 1.0 AT,Automatic,3417,1,Petrol,MH-02,22786,1213399,Maharashtra
Hyundai,Hyundai GRAND I10 NIOS,2020,Asta Petrol,Manual,8142,1,Petrol,MH-02,14156,724099,Maharashtra
Maruti,Maruti Dzire,2018,VXI,Manual,15364,1,Petrol,MH-03,12805,654999,Maharashtra
Hyundai,Hyundai Creta,2017,1.6 E + VTVT,Manual,44508,1,Petrol,MH-02,15421,821199,Maharashtra
Hyundai,Hyundai Verna,2017,1.6 SX VTVT AT,Automatic,58713,1,Petrol,MH-05,14281,730499,Maharashtra
Hyundai,Hyundai NEW SANTRO,2019,1.1 SPORTS AMT,Automatic,20044,1,Petrol,MH-05,10682,546399,Maharashtra
Hyundai,Hyundai NEW SANTRO,2019,SPORTZ 1.1,Manual,7560,1,Petrol,MH-03,10614,542899,Maharashtra
Maruti,Maruti S PRESSO,2020,VXI CNG,Manual,53393,2,Petrol + CNG,MH-05,10827,553799,Maharashtra
Ford,Ford Ecosport,2015,1.5 TITANIUM TI VCT AT,Automatic,68466,1,Petrol,MH-46,12389,633699,Maharashtra
Maruti,Maruti Alto,2021,LXI CNG (O),Manual,28124,1,Petrol + CNG,MH-05,9942,508549,Maharashtra
Maruti,Maruti Baleno,2017,DELTA 1.2 K12,Manual,8167,1,Petrol,MH-01,12098,618799,Maharashtra
Hyundai,Hyundai Elite i20,2019,ASTA 1.2 (O),Manual,9568,1,Petrol,MH-05,15302,782699,Maharashtra
Hyundai,Hyundai Verna,2019,1.6 SX+ VTVT AT,Automatic,27105,1,Petrol,MH-47,21188,1128299,Maharashtra
Maruti,Maruti S PRESSO,2020,VXI PLUS,Manual,37985,1,Petrol,MH-47,8121,415399,Maharashtra
Ford,Ford Ecosport,2016,1.5 TDCI TITANIUM PLUS,Manual,57166,1,Diesel,MH-09,13818,706799,Maharashtra
Hyundai,Hyundai Creta,2016,1.6 CRDI SX PLUS AUTO,Automatic,97021,2,Diesel,MH-46,17479,930799,Maharashtra
Maruti,Maruti Dzire,2018,ZDI Plus,Manual,59732,1,Diesel,MH-05,15359,785599,Maharashtra
Hyundai,Hyundai Verna,2017,FLUIDIC 1.6 SX VTVT,Manual,33513,1,Petrol,MH-47,15232,811099,Maharashtra
Maruti,Maruti Wagon R 1.0,2017,VXI,Manual,36514,1,Petrol,MH-48,8545,437099,Maharashtra
Toyota,Toyota Etios,2018,V,Manual,20146,2,Petrol,MH-02,10373,530599,Maharashtra
Maruti,Maruti Vitara Brezza,2016,ZDI PLUS DUAL TONE,Manual,57769,2,Diesel,MH-02,14739,753899,Maharashtra
Maruti,Maruti Wagon R 1.0,2014,LXI CNG,Manual,71176,2,Petrol + CNG,MH-04,6543,334699,Maharashtra
Maruti,Maruti Dzire,2018,ZXI Plus AMT,Automatic,29233,1,Petrol,MH-01,14551,744299,Maharashtra
Maruti,Maruti Baleno,2020,DELTA 1.2 K12 AT,Automatic,6293,1,Petrol,MH-43,15495,825099,Maharashtra
Toyota,Toyota Corolla Altis,2018,G,Manual,19123,1,Petrol,MH-01,22736,1210699,Maharashtra
Maruti,Maruti Dzire,2020,ZXI,Manual,10225,1,Petrol,MH-04,15059,801899,Maharashtra
Mahindra,Mahindra TUV300,2016,T8,Manual,99854,2,Diesel,MH-43,12356,631999,Maharashtra
Maruti,Maruti Baleno,2016,ALPHA 1.2 K12,Manual,79387,1,Petrol,MH-01,10981,561699,Maharashtra
Hyundai,Hyundai GRAND I10 NIOS,2020,SPORTZ PETROL,Manual,15848,1,Petrol,MH-46,12798,654599,Maharashtra
Maruti,Maruti Wagon R 1.0,2016,VXI AMT,Automatic,59169,1,Petrol,MH-04,7802,399099,Maharashtra
Hyundai,Hyundai NEW SANTRO,2018,SPORTZ 1.1,Manual,25917,1,Petrol,MH-01,8901,455299,Maharashtra
Maruti,Maruti Dzire,2018,VDI,Manual,52228,1,Diesel,MH-04,14506,741999,Maharashtra
Tata,Tata NEXON,2021,XZA + 1.2 PETROL A/T,Automatic,7697,1,Petrol,MH-47,20952,1115699,Maharashtra
Tata,Tata ALTROZ,2020,XZ 1.2,Manual,20268,1,Petrol,MH-04,15173,807999,Maharashtra
Hyundai,Hyundai Creta,2019,1.6 VTVT SX AUTO,Automatic,13530,1,Petrol,MH-03,24967,1329499,Maharashtra
Maruti,Maruti S PRESSO,2019,VXI PLUS,Manual,14333,1,Petrol,MH-04,8962,458399,Maharashtra
Maruti,Maruti Alto K10,2016,LXI CNG,Manual,62755,1,Petrol + CNG,MH-05,6633,339299,Maharashtra
MG,MG HECTOR,2020,SHARP DCT PETROL,Automatic,39644,1,Petrol,MH-46,31588,1682099,Maharashtra
Hyundai,Hyundai Creta,2017,1.6 SX PLUS PETROL,Manual,8506,2,Petrol,MH-01,17476,930599,Maharashtra
Ford,Ford Ecosport,2019,1.5 TITANIUM THUNDER EDITION TI VCT,Manual,64778,1,Petrol,MH-43,16775,893299,Maharashtra
Maruti,Maruti Ciaz,2021,ALPHA 1.5 MT VTVT SHVS,Manual,9424,1,Petrol,MH-48,22016,1172399,Maharashtra
Maruti,Maruti Baleno,2017,ALPHA 1.2 K12,Manual,41572,1,Petrol,MH-04,12062,616999,Maharashtra
Jeep,Jeep Compass,2018,LIMITED 1.4 AT,Automatic,46895,1,Petrol,MH-02,26822,1428299,Maharashtra
Maruti,Maruti Wagon R 1.0,2018,LXI CNG,Manual,16871,1,Petrol + CNG,MH-05,9945,508699,Maharashtra
Tata,Tata TIGOR,2020,XZ PLUS 1.2 REVOTRON,Manual,23271,1,Petrol,MH-29,13935,712799,Maharashtra
Maruti,Maruti Baleno,2018,DELTA 1.2 K12,Manual,88396,1,Petrol,MH-47,11132,569399,Maharashtra
Hyundai,Hyundai Creta,2016,1.6 SX PLUS DIESEL,Manual,87992,1,Diesel,MH-04,18696,995599,Maharashtra
Maruti,Maruti Vitara Brezza,2018,ZDI PLUS,Manual,27728,1,Diesel,MH-46,18171,967599,Maharashtra
Honda,Honda WR-V,2017,1.5 i-DTEC VX MT,Manual,60563,2,Diesel,MH-01,14148,723699,Maharashtra
Honda,Honda City,2020,ZX CVT,Automatic,51336,1,Petrol,MH-05,28593,1522599,Maharashtra
Maruti,Maruti Dzire,2018,VXI,Manual,14576,1,Petrol,MH-04,13767,704199,Maharashtra
Hyundai,Hyundai Elite i20,2017,ASTA 1.2,Manual,38013,1,Petrol,MH-04,13481,689549,Maharashtra
Toyota,Toyota Glanza,2021,G MT PETROL,Manual,20314,1,Petrol,MH-02,15220,810499,Maharashtra
Jeep,Jeep Compass,2017,LIMITED (O) 2.0 4*4,Manual,63497,2,Diesel,MH-47,25138,1338599,Maharashtra
Honda,Honda Jazz,2020,ZX CVT,Automatic,25160,1,Petrol,MH-05,17185,915099,Maharashtra
Maruti,Maruti Ciaz,2018,ALPHA 1.4 VVT,Manual,19821,1,Petrol,MH-46,13910,711499,Maharashtra
Maruti,Maruti Ciaz,2018,ZETA 1.4 VVT AMT,Automatic,26991,1,Petrol,MH-47,16535,880499,Maharashtra
Honda,Honda WR-V,2021,1.2 i-VTEC VX MT,Manual,8036,1,Petrol,MH-04,19164,1020499,Maharashtra
Hyundai,Hyundai Verna,2018,1.6 SX VTVT AT (O),Automatic,47155,1,Petrol,MH-46,18460,982999,Maharashtra
Maruti,Maruti Alto K10,2018,VXI OPT,Manual,17782,1,Petrol,MH-04,7783,398099,Maharashtra
Maruti,Maruti Wagon R 1.0,2018,LXI CNG,Manual,81783,1,Petrol + CNG,MH-04,9591,490599,Maharashtra
Tata,Tata NEXON,2020,XMA 1.2,Automatic,45790,1,Petrol,MH-04,16664,887399,Maharashtra
Maruti,Maruti Wagon R 1.0,2017,VXI PLUS,Manual,37410,1,Petrol,MH-01,8315,425299,Maharashtra
Hyundai,Hyundai Creta,2017,SX PLUS 1.6 DUAL TONE VTVT,Manual,89426,1,Petrol,MH-48,16725,890599,Maharashtra
Maruti,Maruti IGNIS,2021,ZETA 1.2 K12 AMT,Automatic,1568,1,Petrol,MH-03,14729,753399,Maharashtra
Maruti,Maruti Wagon R 1.0,2018,LXI CNG,Manual,63377,1,Petrol + CNG,MH-01,9108,465899,Maharashtra
Tata,Tata NEXON,2020,XZA + 1.2 PETROL A/T,Automatic,15166,1,Petrol,MH-47,19327,1029199,Maharashtra
Maruti,Maruti Baleno,2016,ZETA 1.2 K12,Manual,53099,1,Petrol,MH-47,11290,577499,Maharashtra
Hyundai,Hyundai VENUE,2021,1.0L Turbo GDI SX(O) MT,Manual,9646,1,Petrol,MH-03,21767,1159099,Maharashtra
Maruti,Maruti IGNIS,2018,DELTA 1.2 K12,Manual,44507,1,Petrol,MH-04,9578,489899,Maharashtra
Skoda,Skoda Rapid,2021,STYLE 1.0 AT,Automatic,7327,1,Petrol,MH-04,23524,1252699,Maharashtra
Hyundai,Hyundai Creta,2017,1.6 SX PLUS AUTO PETROL,Automatic,27180,1,Petrol,MH-02,20415,1087099,Maharashtra
Maruti,Maruti Dzire,2018,ZXI AMT,Automatic,9980,1,Petrol,MH-01,14532,743299,Maharashtra
Maruti,Maruti S PRESSO,2020,VXI CNG,Manual,16642,1,Petrol + CNG,MH-47,9323,476899,Maharashtra
Toyota,Toyota Etios,2017,V,Manual,73919,1,Petrol,MH-02,9720,497199,Maharashtra
Honda,Honda City,2020,V CVT,Automatic,11546,1,Petrol,MH-01,23496,1251199,Maharashtra
Tata,Tata ALTROZ,2020,XZ 1.2,Manual,34503,1,Petrol,MH-04,15220,778499,Maharashtra
Maruti,Maruti Wagon R 1.0,2017,LXI CNG,Manual,47787,1,Petrol + CNG,MH-05,8641,441999,Maharashtra
Hyundai,Hyundai Grand i10,2017,SPORTZ AT 1.2 KAPPA VTVT,Automatic,11974,1,Petrol,MH-05,10798,552299,Maharashtra
Toyota,Toyota YARIS,2020,J CVT,Automatic,11941,1,Petrol,MH-01,17008,905699,Maharashtra
Maruti,Maruti Wagon R 1.0,2018,LXI CNG,Manual,74342,1,Petrol + CNG,MH-05,9761,499299,Maharashtra
Hyundai,Hyundai i20 Active,2015,1.2 S,Manual,38634,1,Petrol,MH-03,11036,564499,Maharashtra
Tata,Tata ALTROZ,2020,XZ 1.2,Manual,27911,1,Petrol,MH-04,15294,814399,Maharashtra
Maruti,Maruti Ciaz,2021,ALPHA 1.5 AT SHVS,Automatic,10144,1,Petrol,MH-04,21494,1144599,Maharashtra
Maruti,Maruti Vitara Brezza,2018,VDI OPT,Manual,76130,2,Diesel,MH-47,15265,812899,Maharashtra
Maruti,Maruti Alto K10,2017,VXI (O) AMT,Automatic,21210,1,Petrol,MH-04,7673,392499,Maharashtra
Jeep,Jeep Compass,2017,2.0 LIMITED,Manual,59938,1,Diesel,MH-02,23735,1263899,Maharashtra
Maruti,Maruti Vitara Brezza,2017,ZDI PLUS,Manual,33442,1,Diesel,MH-47,15682,835099,Maharashtra
Mahindra,Mahindra XUV 3OO,2021,W8 (O) DIESEL  AT,Automatic,29546,1,Diesel,MH-03,27667,1473299,Maharashtra
Hyundai,Hyundai VENUE,2019,1.0L Turbo GDI SX(O) MT,Manual,28990,1,Petrol,MH-43,19063,1015099,Maharashtra
Toyota,Toyota Glanza,2019,V CVT,Automatic,10824,1,Petrol,MH-04,16881,898949,Maharashtra
Maruti,Maruti Wagon R 1.0,2016,VXI AMT,Automatic,40702,2,Petrol + CNG,MH-46,8186,418699,Maharashtra
Tata,Tata ALTROZ,2020,XZ 1.2,Manual,32934,1,Petrol,MH-05,14831,758599,Maharashtra
Maruti,Maruti Dzire,2020,VXI AMT,Automatic,8515,1,Petrol,MH-02,15056,770099,Maharashtra
Tata,Tata NEXON,2019,XZA+ 1.5,Automatic,75042,1,Diesel,MH-04,20418,1087299,Maharashtra
Tata,Tata NEXON,2019,XZA + 1.2 PETROL A/T,Automatic,8220,1,Petrol,MH-04,17855,950799,Maharashtra
Hyundai,Hyundai i20 Active,2019,1.2 SX,Manual,18186,1,Petrol,MH-46,14457,739499,Maharashtra
Maruti,Maruti Baleno,2017,ZETA 1.2 K12,Manual,59115,1,Petrol,MH-43,11507,588599,Maharashtra
Tata,Tata NEXON,2021,XZ+ SUNROOF 1.2 RTN,Manual,16034,1,Petrol,MH-02,21761,1158799,Maharashtra
Maruti,Maruti Vitara Brezza,2018,ZDI AMT,Automatic,57031,1,Diesel,MH-01,17361,924499,Maharashtra
Ford,Ford Ecosport,2017,1.5 TITANIUM TI VCT AT,Automatic,53165,2,Petrol,MH-43,13161,673199,Maharashtra
Maruti,Maruti Baleno,2018,ALPHA DDIS 190,Manual,36108,1,Diesel,MH-04,14977,766099,Maharashtra
Maruti,Maruti Dzire,2020,ZXI Plus AMT,Automatic,12096,1,Petrol,MH-05,15923,847899,Maharashtra
Maruti,Maruti S PRESSO,2020,VXI CNG,Manual,30254,1,Petrol + CNG,MH-05,9374,479499,Maharashtra
Jeep,Jeep Compass,2018,LIMITED O 1.4 AT,Automatic,75430,1,Petrol,MH-05,25973,1383099,Maharashtra
Maruti,Maruti Ciaz,2018,ALPHA 1.4 VVT,Manual,59588,1,Petrol,MH-46,15609,798399,Maharashtra
Maruti,Maruti Baleno,2019,ZETA 1.2 K12,Manual,9064,1,Petrol,MH-02,14001,716149,Maharashtra
Hyundai,Hyundai Creta,2018,1.6 VTVT SX AUTO,Automatic,34004,2,Petrol,MH-43,20987,1117599,Maharashtra
Ford,Ford Ecosport,2018,TREND + 1.5 TI VCT AT,Automatic,5376,1,Petrol,MH-02,15063,802099,Maharashtra
Maruti,Maruti Wagon R 1.0,2018,LXI CNG,Manual,53840,1,Petrol + CNG,MH-05,9394,480499,Maharashtra
Honda,Honda Civic,2019,VX CVT i-VTEC,Automatic,74517,1,Petrol,MH-43,28369,1510699,Maharashtra
Maruti,Maruti Baleno,2017,ALPHA 1.2 K12,Manual,44903,1,Petrol,MH-03,12545,641699,Maharashtra
Hyundai,Hyundai Creta,2018,1.6 SX PLUS AUTO PETROL,Automatic,94139,1,Petrol,MH-47,18897,1006299,Maharashtra
Maruti,Maruti Baleno,2018,ZETA 1.2 K12 AMT,Automatic,47214,1,Petrol,MH-03,13247,677599,Maharashtra
Maruti,Maruti IGNIS,2021,ALPHA 1.2 K12 AMT,Automatic,3435,1,Petrol,MH-02,15718,836999,Maharashtra
Maruti,Maruti Ciaz,2018,ALPHA 1.4 VVT AMT,Automatic,20314,1,Petrol,MH-02,17436,928499,Maharashtra
Jeep,Jeep Compass,2017,2.0 LONGITUDE (O),Manual,50657,1,Diesel,MH-01,20087,1069649,Maharashtra
Maruti,Maruti IGNIS,2017,DELTA 1.2 K12 AMT,Automatic,6390,2,Petrol,MH-47,10035,513299,Maharashtra
Maruti,Maruti IGNIS,2018,DELTA 1.2 K12,Manual,4975,2,Petrol,MH-05,10062,514699,Maharashtra
Maruti,Maruti Wagon R 1.0,2019,LXI CNG,Manual,27791,1,Petrol + CNG,MH-05,9845,503599,Maharashtra
Maruti,Maruti Alto K10,2019,VXI AMT,Automatic,11597,1,Petrol,MH-02,9175,469299,Maharashtra
Honda,Honda WR-V,2018,1.2 i-VTEC VX MT,Manual,13168,1,Petrol,MH-01,16206,862999,Maharashtra
Hyundai,Hyundai Grand i10,2017,SPORTZ (O) 1.2 AT VTVT,Automatic,29915,1,Petrol,MH-04,10889,556999,Maharashtra
Maruti,Maruti Wagon R 1.0,2018,LXI CNG,Manual,35275,1,Petrol + CNG,MH-04,9869,504799,Maharashtra
Hyundai,Hyundai Verna,2017,1.6 SX (O) CRDI MT,Manual,53796,1,Diesel,MH-04,19339,1029799,Maharashtra
Hyundai,Hyundai i20 Active,2018,1.2 S,Manual,30479,2,Petrol,MH-04,12659,647499,Maharashtra
Maruti,Maruti IGNIS,2018,ALPHA 1.2 K12 DUAL TONE,Manual,59345,1,Petrol,MH-43,9978,510399,Maharashtra
Skoda,Skoda Rapid,2020,1.0 AMBITION TSI AT,Automatic,27915,1,Petrol,MH-04,19553,1041199,Maharashtra
Maruti,Maruti Wagon R 1.0,2014,LXI CNG,Manual,85561,1,Petrol + CNG,MH-46,7619,389699,Maharashtra
Jeep,Jeep Compass,2017,2.0 LONGITUDE,Manual,62984,1,Diesel,MH-03,20661,1100199,Maharashtra
Tata,Tata Tiago,2020,XE 1.2 REVOTRON,Manual,20212,1,Petrol,DL-9C,9085,464699,Delhi
Honda,Honda City,2010,S MT PETROL,Manual,47404,2,Petrol,UP-16,6272,320799,Uttar Pradesh
Maruti,Maruti Baleno,2020,SIGMA 1.2 K12,Manual,16054,1,Petrol,DL-9C,11800,603599,Delhi
Jeep,Jeep Compass,2019,1.4  LONGITUDE (O) AT,Automatic,23525,1,Petrol,DL-3C,36108,1922799,Delhi
Jeep,Jeep Compass,2018,2.0 LONGITUDE (O),Manual,79397,1,Diesel,UP-70,20492,1091199,Uttar Pradesh
Maruti,Maruti Baleno,2020,SIGMA 1.2 K12,Manual,10956,2,Petrol,HR-98,11800,603599,Hariyana
Toyota,Toyota YARIS,2018,J MT,Manual,14652,1,Petrol,DL-10,15160,807299,Delhi
